  989 | H1E0000145    | f      | 00:24:40:80:00:2d |                  1 |               |      14
  990 | H1E0000146    | f      | 00:24:40:80:00:2e |                  1 |               |      14
  991 | H1E0000147    | f      | 00:24:40:80:00:2f |                  1 |               |      14
  983 | H1E0000139    | f      | 00:24:40:80:00:27 |                  1 |             3 |      14
  993 | H1E0000149    | f      | 00:24:40:80:00:31 |                  1 |               |      14
  996 | H1E0000152    | f      | 00:24:40:80:00:34 |                  1 |               |      14
  997 | H1E0000153    | f      | 00:24:40:80:00:35 |                  1 |               |      14
  998 | H1E0000154    | f      | 00:24:40:80:00:36 |                  1 |               |      14
  999 | H1E0000155    | f      | 00:24:40:80:00:37 |                  1 |               |      14
 1000 | H1E0000156    | f      | 00:24:40:80:00:38 |                  1 |               |      14
 1001 | H1E0000157    | f      | 00:24:40:80:00:39 |                  1 |               |      14
 1002 | H1E0000158    | f      | 00:24:40:80:00:3a |                  1 |               |      14
 1003 | H1E0000159    | f      | 00:24:40:80:00:3b |                  1 |               |      14
 1004 | H1E0000160    | f      | 00:24:40:80:00:3c |                  1 |               |      14
 1006 | H1E0000162    | f      | 00:24:40:80:00:3e |                  1 |               |      14
 1007 | H1E0000163    | f      | 00:24:40:80:00:3f |                  1 |               |      14
 1008 | H1E0000164    | f      | 00:24:40:80:00:40 |                  1 |               |      14
 1009 | H1E0000165    | f      | 00:24:40:80:00:41 |                  1 |               |      14
 1010 | H1E0000166    | f      | 00:24:40:80:00:42 |                  1 |               |      14
 1011 | H1E0000167    | f      | 00:24:40:80:00:43 |                  1 |               |      14
 1012 | H1E0000168    | f      | 00:24:40:80:00:44 |                  1 |               |      14
 1013 | H1E0000169    | f      | 00:24:40:80:00:45 |                  1 |               |      14
 1014 | H1E0000170    | f      | 00:24:40:80:00:46 |                  1 |               |      14
 1016 | H1E0000172    | f      | 00:24:40:80:00:48 |                  1 |               |      14
 1017 | H1E0000173    | f      | 00:24:40:80:00:49 |                  1 |               |      14
 1018 | H1E0000174    | f      | 00:24:40:80:00:4a |                  1 |               |      14
 1019 | H1E0000175    | f      | 00:24:40:80:00:4b |                  1 |               |      14
 1020 | H1E0000176    | f      | 00:24:40:80:00:4c |                  1 |               |      14
 1021 | H1E0000177    | f      | 00:24:40:80:00:4d |                  1 |               |      14
 1022 | H1E0000178    | f      | 00:24:40:80:00:4e |                  1 |               |      14
 1023 | H1E0000179    | f      | 00:24:40:80:00:4f |                  1 |               |      14
 1024 | H1E0000180    | f      | 00:24:40:80:00:50 |                  1 |               |      14
 1026 | H1E0000182    | f      | 00:24:40:80:00:52 |                  1 |               |      14
 1027 | H1E0000183    | f      | 00:24:40:80:00:53 |                  1 |               |      14
 1028 | H1E0000184    | f      | 00:24:40:80:00:54 |                  1 |               |      14
 1029 | H1E0000185    | f      | 00:24:40:80:00:55 |                  1 |               |      14
 1030 | H1E0000186    | f      | 00:24:40:80:00:56 |                  1 |               |      14
 1031 | H1E0000187    | f      | 00:24:40:80:00:57 |                  1 |               |      14
 1032 | H1E0000188    | f      | 00:24:40:80:00:58 |                  1 |               |      14
 1033 | H1E0000189    | f      | 00:24:40:80:00:59 |                  1 |               |      14
 1034 | H1E0000190    | f      | 00:24:40:80:00:5a |                  1 |               |      14
 1036 | H1E0000192    | f      | 00:24:40:80:00:5c |                  1 |               |      14
 1037 | H1E0000193    | f      | 00:24:40:80:00:5d |                  1 |               |      14
 1038 | H1E0000194    | f      | 00:24:40:80:00:5e |                  1 |               |      14
 1039 | H1E0000195    | f      | 00:24:40:80:00:5f |                  1 |               |      14
 1040 | H1E0000196    | f      | 00:24:40:80:00:60 |                  1 |               |      14
 1041 | H1E0000197    | f      | 00:24:40:80:00:61 |                  1 |               |      14
 1042 | H1E0000198    | f      | 00:24:40:80:00:62 |                  1 |               |      14
  982 | H1E0000138    | f      | 00:24:40:80:00:26 |                  1 |             3 |      14
  240 | H210000027    |        |                   |                  2 |               |        
   19 | H1D0000037    |        |                   |                  1 |               |        
  306 | H210000044    |        |                   |                  2 |               |        
  307 | H110000071    |        |                   |                  1 |               |        
 5593 | H200000129    | f      | 00:24:40:00:00:1e |                  2 |             4 |      26
 5568 | H200000104    | f      | 00:24:40:00:00:05 |                  2 |             4 |      26
 5573 | H200000109    | f      | 00:24:40:00:00:0a |                  2 |             4 |      26
 5578 | H200000114    | f      | 00:24:40:00:00:0f |                  2 |             4 |      26
 5580 | H200000116    | f      | 00:24:40:00:00:11 |                  2 |             4 |      26
 5567 | H200000103    | f      | 00:24:40:00:00:04 |                  2 |             4 |      26
 5574 | H200000110    | f      | 00:24:40:00:00:0b |                  2 |             4 |      26
 1044 | H1E0000200    | f      | 00:24:40:80:00:64 |                  1 |               |      14
 1045 | H1E0000201    | f      | 00:24:40:80:00:65 |                  1 |               |      14
 1046 | H1E0000202    | f      | 00:24:40:80:00:66 |                  1 |               |      14
 1047 | H1E0000203    | f      | 00:24:40:80:00:67 |                  1 |               |      14
 1048 | H1E0000204    | f      | 00:24:40:80:00:68 |                  1 |               |      14
 1050 | H1E0000206    | f      | 00:24:40:80:00:6a |                  1 |               |      14
 1051 | H1E0000207    | f      | 00:24:40:80:00:6b |                  1 |               |      14
 1052 | H1E0000208    | f      | 00:24:40:80:00:6c |                  1 |               |      14
 1053 | H1E0000209    | f      | 00:24:40:80:00:6d |                  1 |               |      14
 1054 | H1E0000210    | f      | 00:24:40:80:00:6e |                  1 |               |      14
 1055 | H1E0000211    | f      | 00:24:40:80:00:6f |                  1 |               |      14
 1056 | H1E0000212    | f      | 00:24:40:80:00:70 |                  1 |               |      14
 1057 | H1E0000213    | f      | 00:24:40:80:00:71 |                  1 |               |      14
 1059 | H1E0000215    | f      | 00:24:40:80:00:73 |                  1 |               |      14
 1060 | H1E0000216    | f      | 00:24:40:80:00:74 |                  1 |               |      14
 1061 | H1E0000217    | f      | 00:24:40:80:00:75 |                  1 |               |      14
 1062 | H1E0000218    | f      | 00:24:40:80:00:76 |                  1 |               |      14
 1063 | H1E0000219    | f      | 00:24:40:80:00:77 |                  1 |               |      14
  304 | H110000032    |        |                   |                  1 |               |        
  308 | H110000031    |        |                   |                  1 |               |        
 5572 | H200000108    | f      | 00:24:40:00:00:09 |                  2 |             2 |      26
 5600 | H200000136    | f      | 00:24:40:00:00:25 |                  2 |             4 |      26
 5571 | H200000107    | f      | 00:24:40:00:00:08 |                  2 |             4 |      26
 5594 | H200000130    | f      | 00:24:40:00:00:1f |                  2 |             4 |      26
 5603 | H200000139    | f      | 00:24:40:00:00:28 |                  2 |             4 |      26
  261 | H210000055    |        |                   |                  2 |               |        
 5586 | H200000122    | f      | 00:24:40:00:00:17 |                  2 |             4 |      26
 5569 | H200000105    | f      | 00:24:40:00:00:06 |                  2 |             4 |      26
 5582 | H200000118    | f      | 00:24:40:00:00:13 |                  2 |             2 |      26
 5641 | H200000177    | f      | 00:24:40:00:00:4e |                  2 |             8 |      26
 5589 | H200000125    | f      | 00:24:40:00:00:1a |                  2 |             4 |      26
 5596 | H200000132    | f      | 00:24:40:00:00:21 |                  2 |             4 |      26
 5584 | H200000120    | f      | 00:24:40:00:00:15 |                  2 |             4 |      26
 5601 | H200000137    | f      | 00:24:40:00:00:26 |                  2 |             4 |      26
 5598 | H200000134    | f      | 00:24:40:00:00:23 |                  2 |             4 |      26
 5591 | H200000127    | f      | 00:24:40:00:00:1c |                  2 |             2 |      26
 5566 | H200000102    | f      | 00:24:40:00:00:03 |                  2 |             4 |      26
 5581 | H200000117    | f      | 00:24:40:00:00:12 |                  2 |             4 |      26
 5604 | H200000140    | f      | 00:24:40:00:00:29 |                  2 |             4 |      26
 5579 | H200000115    | f      | 00:24:40:00:00:10 |                  2 |             4 |      26
 5607 | H200000143    | f      | 00:24:40:00:00:2c |                  2 |             4 |      26
 5590 | H200000126    | f      | 00:24:40:00:00:1b |                  2 |             4 |      26
 5599 | H200000135    | f      | 00:24:40:00:00:24 |                  2 |             2 |      26
 5587 | H200000123    | f      | 00:24:40:00:00:18 |                  2 |             4 |      26
 5570 | H200000106    | f      | 00:24:40:00:00:07 |                  2 |             4 |      26
 5597 | H200000133    | f      | 00:24:40:00:00:22 |                  2 |             4 |      26
 5592 | H200000128    | f      | 00:24:40:00:00:1d |                  2 |             4 |      26
 5583 | H200000119    | f      | 00:24:40:00:00:14 |                  2 |             4 |      26
 5606 | H200000142    | f      | 00:24:40:00:00:2b |                  2 |             2 |      26
 5602 | H200000138    | f      | 00:24:40:00:00:27 |                  2 |             4 |      26
 5608 | H200000144    | f      | 00:24:40:00:00:2d |                  2 |             4 |      26
 5609 | H200000145    | f      | 00:24:40:00:00:2e |                  2 |             4 |      26
 5611 | H200000147    | f      | 00:24:40:00:00:30 |                  2 |             4 |      26
 5610 | H200000146    | f      | 00:24:40:00:00:2f |                  2 |             4 |      26
 5612 | H200000148    | f      | 00:24:40:00:00:31 |                  2 |             4 |      26
 5613 | H200000149    | f      | 00:24:40:00:00:32 |                  2 |             4 |      26
 5614 | H200000150    | f      | 00:24:40:00:00:33 |                  2 |             4 |      26
 5616 | H200000152    | f      | 00:24:40:00:00:35 |                  2 |             4 |      26
 5565 | H200000101    | f      | 00:24:40:00:00:02 |                  2 |             4 |      26
 5618 | H200000154    | f      | 00:24:40:00:00:37 |                  2 |             4 |      26
 5619 | H200000155    | f      | 00:24:40:00:00:38 |                  2 |             4 |      26
 5620 | H200000156    | f      | 00:24:40:00:00:39 |                  2 |             4 |      26
 5621 | H200000157    | f      | 00:24:40:00:00:3a |                  2 |             4 |      26
 5622 | H200000158    | f      | 00:24:40:00:00:3b |                  2 |             4 |      26
 5623 | H200000159    | f      | 00:24:40:00:00:3c |                  2 |             4 |      26
 5624 | H200000160    | f      | 00:24:40:00:00:3d |                  2 |            12 |      26
 5626 | H200000162    | f      | 00:24:40:00:00:3f |                  2 |            12 |      26
 5627 | H200000163    | f      | 00:24:40:00:00:40 |                  2 |            12 |      26
 5628 | H200000164    | f      | 00:24:40:00:00:41 |                  2 |            12 |      26
 5629 | H200000165    | f      | 00:24:40:00:00:42 |                  2 |            12 |      26
 5630 | H200000166    | f      | 00:24:40:00:00:43 |                  2 |            12 |      26
 5631 | H200000167    | f      | 00:24:40:00:00:44 |                  2 |            12 |      26
